"FilePath","PreprocessedCode"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/androidTest/java/org/shadowice/flocke/andotp/Utilities/ToolsTest.java","copyright jakob nixdorf copyright daniel weigl permission hereby grant free charge any person obtain copy software and associate documentation file the software deal the software without restriction include without limitation the rights use copy modify merge publish distribute sublicense and sell copy the software and permit person whom the software furnish subject the follow condition the above copyright notice and permission notice shall include all copy substantial portion the software the software provide without warranty any kind express imply include but not limited the warranty merchantability fitness particular purpose and noninfringement event shall the author copyright holder liable any claim damages other liability whether action contract tort otherwise arise from out connection with the software the use other dealings the software org shadowice flocke andotp utility junit framework test tool test extend test test format token exception equal tool format token equal tool format token equal tool format token equal tool format token equal tool format token equal tool format token equal tool format token equal tool format token equal tool format token equal tool format token"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/androidTest/java/org/shadowice/flocke/andotp/ApplicationTest.java","copyright jakob nixdorf copyright bruno bierbaumer permission hereby grant free charge any person obtain copy software and associate documentation file the software deal the software without restriction include without limitation the rights use copy modify merge publish distribute sublicense and sell copy the software and permit person whom the software furnish subject the follow condition the above copyright notice and permission notice shall include all copy substantial portion the software the software provide without warranty any kind express imply include but not limited the warranty merchantability fitness particular purpose and noninfringement event shall the author copyright holder liable any claim damages other liability whether action contract tort otherwise arise from out connection with the software the use other dealings the software org shadowice flocke andotp android content context androidx test platform app instrumentation registry org apache common codec decoder exception org apache common codec binary base org apache common codec binary hex org json json object org junit test org shadowice flocke andotp database entry org shadowice flocke andotp utility constant org shadowice flocke andotp utility database helper org shadowice flocke andotp utility encryption helper org shadowice flocke andotp utility key store helper org shadowice flocke andotp utility token calculator java file java exception java unsupported encoding exception java nio charset standard charset java security invalid algorithm parameter exception java security invalid key exception java security key store java security key store exception java security such algorithm exception java security cert certificate exception java util array list java util array javax crypto bad padding exception javax crypto illegal block size exception javax crypto such padding exception javax crypto secret key javax crypto spec parameter spec javax crypto spec secret key spec org junit equal org junit application test test test totp calculation test vector from http tool ietf org html rfc key sha get standard charsets ascii key sha get standard charsets ascii key sha get standard charsets ascii equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha equal token calculator totp rfc key sha token calculator totp period token calculator hash algorithm sha test test hotp calculation test from http tool ietf org html rfc key sha get standard charsets ascii equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha equal token calculator hotp key sha token calculator hash algorithm sha test test entry exception secret system ist sicher get string label von sterne period string secret string base encode secret issuer label label digit type totp algorithm sha thumbnail last use use frequency period integer string period tag test test entry entry json object array equal secret get secret equal label get label string tag string test test equal tag length get tag size array equal tag get tag array string get tag size equal json string test test entry url exception entry care exception entry http github com xbb exception entry otpauth hotp acme john doe email com secret hxdmvjecjjwsrb hwizr ifugftmxboz exception entry otpauth totp acme exception entry entry entry otpauth totp acme john doe email com secret hxdmvjecjjwsrb hwizr ifugftmxboz issuer acme algorithm sha digit period equal john doe email com entry get label entry entry entry otpauth totp john doe email com secret hxdmvjecjjwsrb hwizr ifugftmxboz algorithm sha digit period equal john doe email com entry get label entry entry entry otpauth totp john doe email com secret hxdmvjecjjwsrb hwizr ifugftmxboz issuer algorithm sha digit period equal john doe email com entry get label equal hxdmvjecjjwsrb hwizr ifugftmxboz string base encode entry get secret entry entry otpauth totp acme john doe email com secret hxdmvjecjjwsrb hwizr ifugftmxboz issuer acme algorithm sha digit period tag test tag test equal john doe email com entry get label equal hxdmvjecjjwsrb hwizr ifugftmxboz string base encode entry get secret string tag string test test equal tag length entry get tag size array equal tag entry get tag array string entry get tag size test test setting helper key store exception certificate exception such algorithm exception exception context context instrumentation registry get instrumentation get target context key store key store key store get instance android key store key store load null key store delete entry setting file context get files dir constant filename database delete file context get files dir constant filename encrypted key delete secret key encryption key key store helper load encryption key from key store context array list entry database helper load database context encryption key equal size array list entry array list entry entry set label label set secret secret get add entry set label label set secret secret get add database helper save database context encryption key database helper load database context encryption key equal file context get files dir constant filename database delete file context get files dir constant filename encrypted key delete test test encryption helper such padding exception bad padding exception invalid key exception such algorithm exception illegal block size exception unsupported encoding exception invalid algorithm parameter exception decoder exception http golang org src crypto cipher gcm test string test string string aec bed aaf aef string can ffd feabc string fddb efb efd ccda fdb string ffdbed bcc bde string feffe cafebabefacedbaddecaf aff fcf aedf aafd aca aac aac abd fab string test test secret key spec secret key spec hex decode test get aes parameter spec parameter spec hex decode test get cipher ext encryption helper encrypt hex decode test get string cipher string hex encode cipher ext equal cipher test equal test string hex encode encryption helper decrypt cipher ext"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/fdroid/java/org/shadowice/flocke/andotp/Fragments/AboutFragment.java","org shadowice flocke andotp fragment android bundle androidx annotation non null android view layout inflater android view view android view view group android widget linear layout org shadowice flocke andotp about fragment extend base about fragment string about author extra link http flocke shadowice org donate html string about author extra link http richyhbm donate override view create view non null layout inflater inflater view group container bundle save instance state view create view inflater container save instance state linear layout author content find view about layout author content linear layout author content find view about layout author content view extra inflater inflate layout part author extra null view extra inflater inflate layout part author extra null extra set click listener view click listener override click view view open uri about author extra link exception ignore copy clipboard about author extra link extra set click listener view click listener override click view view open uri about author extra link exception ignore copy clipboard about author extra link author content add view extra author content add view extra"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/play/java/org/shadowice/flocke/andotp/Fragments/AboutFragment.java","org shadowice flocke andotp fragment about fragment extend base about fragment nothing here yet maybe google play billing will add here donation option the future"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Database/Entry.java","copyright jakob nixdorf copyright bruno bierbaumer permission hereby grant free charge any person obtain copy software and associate documentation file the software deal the software without restriction include without limitation the rights use copy modify merge publish distribute sublicense and sell copy the software and permit person whom the software furnish subject the follow condition the above copyright notice and permission notice shall include all copy substantial portion the software the software provide without warranty any kind express imply include but not limited the warranty merchantability fitness particular purpose and noninfringement event shall the author copyright holder liable any claim damages other liability whether action contract tort otherwise arise from out connection with the software the use other dealings the software org shadowice flocke andotp database android net uri org apache common codec binary base org json json array org json json exception org json json object org shadowice flocke andotp utility entry thumbnail org shadowice flocke andotp utility token calculator java net url java util array list java util array java util list java util object entry otp type totp hotp steam otp type type otp type totp period string json secret secret string json issuer issuer string json label label string json period period string json counter counter string json digit digit string json type type string json algorithm algorithm string json tag tag string json thumbnail thumbnail string json last use last use string json used frequency use frequency otp type type otp type totp period token calculator totp period digit token calculator totp digit token calculator hash algorithm algorithm token calculator algorithm secret counter string issuer string label string current otp visible runnable hide task null last update last use use frequency list string tag array list entry thumbnail entry thumbnail thumbnail entry thumbnail entry thumbnail color color red expiry time color color entry entry otp type type string secret period digit string issuer string label token calculator hash algorithm algorithm list string tag type type secret base decode secret upper period period digit digit issuer issuer label label algorithm algorithm tag tag set thumbnail from issuer issuer entry otp type type string secret counter digit string issuer string label token calculator hash algorithm algorithm list string tag type type secret base decode secret upper counter counter digit digit issuer issuer label label algorithm algorithm tag tag set thumbnail from issuer issuer entry string contents exception contents contents replace first otpauth http uri uri uri parse contents url url url contents url get protocol equal http exception invalid protocol url get host totp type otp type totp hotp type otp type hotp steam type otp type steam exception unknown otp type string secret uri get query parameter secret string counter uri get query parameter counter string issuer uri get query parameter issuer string label get stripped label issuer uri get path substr string period uri get query parameter period string digit uri get query parameter digit string algorithm uri get query parameter algorithm list string tag uri get query parameters tag type otp type hotp counter null counter parse counter exception miss counter hotp type otp type totp type otp type steam period null period integer parse period period token calculator totp period issuer issuer label label secret base decode secret upper digit null digit integer parse digit digit type otp type steam token calculator steam digit token calculator totp digit algorithm null algorithm token calculator hash algorithm value algorithm upper algorithm token calculator algorithm tag null tag tag tag array list issuer null set thumbnail from issuer issuer entry json object json obj exception secret base decode json obj get string json secret upper label json obj get string json label issuer json obj get string json issuer json exception older backup version not save issuer and label separately issuer type otp type value json obj get string json type exception type type period json obj get json period exception type otp type totp period period counter json obj get json counter exception type otp type hotp exception miss counter hotp digit json obj get json digit exception digit token calculator totp digit algorithm token calculator hash algorithm value json obj get string json algorithm exception algorithm token calculator algorithm tag array list json array tag array json obj get json array json tag tag array length tag add tag array get string exception nothing wrong here thumbnail entry thumbnail entry thumbnail value ignore json obj get string json thumbnail exception thumbnail entry thumbnail entry thumbnail last use json obj get json last use exception last use use frequency json obj get json used frequency exception use frequency json object json json exception json object json obj json object json obj put json secret string base encode get secret json obj put json issuer get issuer json obj put json label get label json obj put json digit get digit json obj put json type get type string json obj put json algorithm algorithm string json obj put json thumbnail get thumbnail name json obj put json last use get last use json obj put json used frequency get use frequency type otp type totp json obj put json period get period type otp type hotp json obj put json counter get counter json array tag array json array string tag tag tag array put tag json obj put json tag tag array json obj uri uri string type type totp type totp hotp type hotp steam type steam null uri builder builder uri builder scheme otpauth authority type append path label append query parameter secret base encode string secret issuer null builder append query parameter issuer issuer type hotp builder append query parameter counter string counter totp period token calculator totp period builder append query parameter period integer string period digit token calculator totp digit builder append query parameter digit integer string digit algorithm token calculator algorithm builder append query parameter algorithm algorithm name string tag tag builder append query parameter tag tag builder build time base type otp type totp type otp type steam counter base type otp type hotp otp type get type type set type otp type type type type get secret secret string get secret encoded string base encode secret set secret secret secret secret string get issuer issuer set issuer string issuer issuer issuer string get label label set label string label label label get period period set period period period period get counter counter set counter counter counter counter get digit digit set digit digit digit digit list string get tag tag set tag list string tag tag tag entry thumbnail entry thumbnail get thumbnail thumbnail set thumbnail entry thumbnail entry thumbnail value thumbnail value token calculator hash algorithm get algorithm algorithm set algorithm token calculator hash algorithm algorithm algorithm algorithm have non period period token calculator totp period visible visible set visible value visible value set hide task runnable task hide task task runnable get hide task hide task get last use last use set last use value last use value get use frequency use frequency set use frequency value use frequency value string get current otp current otp update otp type otp type totp type otp type steam time system current time millis counter time get period counter last update type otp type totp current otp token calculator totp rfc secret period digit algorithm type otp type steam current otp token calculator totp steam secret period digit algorithm last update counter otp change color color set color color type otp type hotp current otp token calculator hotp secret counter digit algorithm check the otp expire the color the entry will change red the expiry time less than equal seconds color indicate that the otp have not expire check the otp about expire update color color red about expire color red indicate that the otp already about expire check again the color will reset color link update otp method only the color have change red save from unnecessary notify dataset have color change color color time system current time millis time get period get period expiry time set color color red set thumbnail from issuer string issuer thumbnail entry thumbnail entry thumbnail value ignore issuer exception thumbnail entry thumbnail entry thumbnail override equal object null get get entry entry entry period entry period digit entry digit type entry type counter entry counter algorithm entry algorithm array equal secret entry secret object equal label entry label override hash code object hash type period counter digit algorithm secret label set color color color color get color color validate secret string secret base decode secret upper exception the label with issuer prefix remove present param issuer param label string get stripped label string issuer string label issuer null issuer empty label start with issuer label trim label substr issuer length trim"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Preferences/PasswordEncryptedPreference.java","copyright jakob nixdorf permission hereby grant free charge any person obtain copy software and associate documentation file the software deal the software without restriction include without limitation the rights use copy modify merge publish distribute sublicense and sell copy the software and permit person whom the software furnish subject the follow condition the above copyright notice and permission notice shall include all copy substantial portion the software the software provide without warranty any kind express imply include but not limited the warranty merchantability fitness particular purpose and noninfringement event shall the author copyright holder liable any claim damages other liability whether action contract tort otherwise arise from out connection with the software the use other dealings the software org shadowice flocke andotp preferences android app alert dialog android content context android content type array android build android preference dialog preference com google android material textfield text input edit text com google android material textfield text input layout android text editable android text input type android text text watcher android text method password transformation method android util attribute set android util base android view view android widget button android widget edit text org shadowice flocke andotp org shadowice flocke andotp utility constant org shadowice flocke andotp utility encryption helper org shadowice flocke andotp utility key store helper org shadowice flocke andotp utility setting java nio charset standard charset java security key pair password encrypted preference extend dialog preference implement view click listener text watcher mode password pin key pair key string value mode mode mode password text input edit text password input edit text password confirm button btn save string value value password encrypted preference context context attribute set attr context attr key key store helper load generate asymmetric key pair context constant keystore alias password exception print stack trace set dialog layout resource layout component password set mode mode mode mode mode override protect prepare dialog builder alert dialog builder builder prepare dialog builder builder builder set positive button null null builder set negative button null null override protect bind dialog view view view setting setting setting get context text input layout password layout view find view password layout password input view find view password edit password confirm view find view password confirm setting get block accessibility password layout set important accessibility view important accessibility hide descendant password confirm set important accessibility view important accessibility build version sdk build version code setting get block autofill password layout set important autofill view important autofill exclude descendant password confirm set important autofill view important autofill button btn cancel view find view btn cancel btn save view find view btn save btn save set enable btn cancel set click listener btn save set click listener value empty password input set text value mode mode password password layout set hint get context get string string setting hint password password confirm set hint string setting hint password confirm password input set input type input type type text input type type text variation password password confirm set input type input type type text input type type text variation password mode mode pin password layout set hint get context get string string setting hint pin password confirm set hint string setting hint pin confirm password input set input type input type type number input type type number variation password password confirm set input type input type type number input type type number variation password password input set transformation method password transformation method password confirm set transformation method password transformation method password confirm add text change listener password input add text change listener bind dialog view view override protect object get value type array index get string index encrypt and persist string value enc encryption helper encrypt key get value get standard charsets utf persist string base encode string enc base url safe exception print stack trace restore and decrypt string enc value enc base decode enc value base url safe value string encryption helper decrypt key get enc standard charsets utf exception print stack trace override protect set initial value restore persisted value object value restore persisted value restore and decrypt get persisted string value value string value encrypt and persist value override click view view view get btn cancel get dialog dismiss btn save value password input get text string encrypt and persist value get dialog dismiss override text change sequence start before count password confirm get editable text string equal password input get editable text string btn save set enable btn save set enable override after text change editable override before text change sequence start count after"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Preferences/CredentialsPreference.java","copyright jakob nixdorf permission hereby grant free charge any person obtain copy software and associate documentation file the software deal the software without restriction include without limitation the rights use copy modify merge publish distribute sublicense and sell copy the software and permit person whom the software furnish subject the follow condition the above copyright notice and permission notice shall include all copy substantial portion the software the software provide without warranty any kind express imply include but not limited the warranty merchantability fitness particular purpose and noninfringement event shall the author copyright holder liable any claim damages other liability whether action contract tort otherwise arise from out connection with the software the use other dealings the software org shadowice flocke andotp preferences android app alert dialog android app keyguard manager android content context android build android preference dialog preference android text editable android text input type android text text watcher android text method password transformation method android util attribute set android view view android widget adapter view android widget array adapter android widget button android widget edit text android widget linear layout android widget list view android widget text view android widget toast com google android material textfield text input edit text com google android material textfield text input layout org shadowice flocke andotp org shadowice flocke andotp utility constant org shadowice flocke andotp utility setting org shadowice flocke andotp utility helper java util array java util list java util locale android content context keyguard service org shadowice flocke andotp utility constant auth method org shadowice flocke andotp utility constant encryption type credentials preference extend dialog preference implement adapter view item click listener view click listener text watcher auth method value auth method none encryption change callback test encryption change key list string entry list auth method entry value array list auth method none auth method password auth method pin auth method device min length setting setting auth method value auth method none encryption change callback encryption change callback null linear layout credentials layout text input layout password layout text input edit text password input edit text password confirm text view warning button btn save credentials preference context context attribute set attr context attr setting setting context entry array list context get resources get string array array setting entry auth set dialog layout resource layout component authentication set encryption change callback encryption change callback encryption change callback override protect prepare dialog builder alert dialog builder builder prepare dialog builder builder builder set positive button null null builder set negative button null null override protect bind dialog view view view value setting get auth method list view list view view find view credential selection array adapter string adapter array adapter get context android layout simple list item single choice entry list view set adapter adapter index entry value index value list view set selection index list view set item check index list view set item click listener credentials layout view find view credentials layout password layout view find view password layout password input view find view password edit password confirm view find view password confirm setting get block accessibility password layout set important accessibility view important accessibility hide descendant password confirm set important accessibility view important accessibility build version sdk build version code setting get block autofill password layout set important autofill view important autofill exclude descendant password confirm set important autofill view important autofill warning view find view warning password input add text change listener password confirm add text change listener button btn cancel view find view btn cancel btn save view find view btn save btn cancel set click listener btn save set click listener update layout bind dialog view view override protect set initial value restore persisted value object value restore persisted value string string value get persisted string value name lower locale english value auth method value string value upper locale english value value persist string value name lower locale english set summary entry get entry value index value save value key null setting get encryption encryption type password value auth method none value auth method device helper show generic dialog get context string setting dialog title error string setting dialog msg auth invalid with encryption value auth method device keyguard manager keyguard manager get context get system service keyguard service keyguard secure toast make text get context string setting toast auth device not secure toast length show value auth method password value auth method pin string password password input get text string password empty key setting set auth credentials password setting get encryption encryption type password key null encryption change callback null encryption change callback test encryption change key persist string value string lower set summary entry get entry value index value override click view view view get btn cancel get dialog dismiss btn save save value get dialog dismiss override text change sequence start before count string password password input get editable text string password length min length warning set visibility view gone string confirm password confirm get editable text string password empty confirm empty password equal confirm btn save set enable btn save set enable warning set visibility view visible update layout value auth method none credentials layout set visibility view gone get dialog null helper hide keyboard get context get dialog get current focus btn save set enable value auth method password credentials layout set visibility view visible password layout set hint get context get string string setting hint password password confirm set hint string setting hint password confirm password input set input type input type type text input type type text variation password password confirm set input type input type type text input type type text variation password password input set transformation method password transformation method password confirm set transformation method password transformation method min length constant auth min password length warning set text get context get string string setting label password min length password input request focus helper show keyboard get context password input btn save set enable value auth method pin credentials layout set visibility view visible password layout set hint get context get string string setting hint pin password confirm set hint string setting hint pin confirm password input set input type input type type number input type type number variation password password confirm set input type input type type number input type type number variation password password input set transformation method password transformation method password confirm set transformation method password transformation method min length constant auth min pin length warning set text get context get string string setting label pin min length password input request focus helper show keyboard get context password input btn save set enable value auth method device credentials layout set visibility view gone get dialog null helper hide keyboard get context get dialog get current focus btn save set enable override item click adapter view parent view view position value entry value get position update layout need stub function override after text change editable override before text change sequence start count after"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Fragments/BaseAboutFragment.java","org shadowice flocke andotp fragment android app alert dialog android content clip data android content clipboard manager android content context android content dialog android content intent android content info android content manager android graphic color filter android net uri android bundle androidx annotation non null androidx fragment app fragment android view layout inflater android view view android view view group android widget image view android widget linear layout android widget text view android widget toast org shadowice flocke andotp org shadowice flocke andotp utility setting org shadowice flocke andotp utility tool base about fragment extend fragment string github uri http github com and otp and otp string changelog uri github uri blob master changelog string mit uri github uri blob master license txt string faq uri github uri wiki frequently ask question string author github http github com flocke string author github http github com richyhbm string author original github http github com xbb string author original extra author original github otp authenticator string contributor uri github uri graph contributor string support uri github uri blob master readme contribute setting setting image resources about img version about img license about img changelog about img source about img faq about img author about img author original about img contributors about img support last tap tap toast current toast null override view create view non null layout inflater inflater view group container bundle save instance state view inflater inflate layout fragment about container setting setting get activity color filter filter tool get theme color filter get activity android attr text color secondary image resources image view img view find view img view get drawable set color filter filter string version name info info get activity get manager get info get activity get name version name info version name manager name not found exception print stack trace linear layout version layout find view about layout version version layout set click listener view click listener override click view view tap system current time millis tap last tap tap tap current toast null tap current toast cancel tap tap current toast toast make text get activity string value tap toast length tap setting get special feature current toast toast make text get activity string about toast special feature enable toast length enable special feature current toast null current toast show tap last tap tap text view version find view about text version version set text version name linear layout license find view about layout license linear layout changelog find view about layout changelog linear layout source find view about layout source linear layout faq find view about layout faq license set click listener view click listener override click view view open uri mit uri changelog set click listener view click listener override click view view open uri changelog uri source set click listener view click listener override click view view open uri github uri faq set click listener view view open uri faq uri linear layout author layout find view about layout author author layout set click listener view click listener override click view view open uri author github linear layout author layout find view about layout author author layout set click listener view click listener override click view view open uri author github linear layout author origial layout find view about layout original author text view author original app find view about author original extra author origial layout set click listener view click listener override click view view open uri author original github author original app set click listener view click listener override click view view open uri author original extra exception ignore copy clipboard author original extra linear layout contributor find view about layout contributor contributor set click listener view click listener override click view view open uri contributor uri linear layout support layout find view about layout support support layout set click listener view click listener override click view view open uri support uri enable special feature alert dialog builder builder alert dialog builder get activity builder set title string about title special feature set message string about dialog special feature set positive button android string dialog click listener override click dialog dialog setting set special feature toast make text get activity string about toast special feature toast length show set negative button android string cancel dialog click listener override click dialog dialog create show open uri string uri intent open uri intent intent action view open uri set datum uri parse uri start activity open uri copy clipboard string uri clipboard manager clipboard clipboard manager get activity get system service context clipboard service clip data clip clip data plain text and otp uri clipboard set primary clip clip toast make text get activity get string string about toast copy clipboard toast length show"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Receivers/PlainTextBackupBroadcastReceiver.java","copyright jakob nixdorf copyright richy hbm permission hereby grant free charge any person obtain copy software and associate documentation file the software deal the software without restriction include without limitation the rights use copy modify merge publish distribute sublicense and sell copy the software and permit person whom the software furnish subject the follow condition the above copyright notice and permission notice shall include all copy substantial portion the software the software provide without warranty any kind express imply include but not limited the warranty merchantability fitness particular purpose and noninfringement event shall the author copyright holder liable any claim damages other liability whether action contract tort otherwise arise from out connection with the software the use other dealings the software org shadowice flocke andotp receiver android content context android content intent org shadowice flocke andotp database entry org shadowice flocke andotp org shadowice flocke andotp utility backup helper org shadowice flocke andotp utility constant org shadowice flocke andotp utility database helper org shadowice flocke andotp utility key store helper org shadowice flocke andotp utility notification helper org shadowice flocke andotp utility setting org shadowice flocke andotp utility storage access helper org shadowice flocke andotp utility tool java util array list javax crypto secret key use the follow command test the dev version adb shell broadcast org shadowice flocke andotp broadcast plain text backup org shadowice flocke andotp dev plain text backup broadcast receiver extend backup broadcast receiver override receive context context intent intent setting setting setting context setting plain text backup broadcast enable can save backup context secret key encryption key null setting get encryption constant encryption type keystore encryption key key store helper load encryption key from key store context notification helper notify context constant notification channel backup fail string backup receiver title backup fail string backup receiver custom encryption fail tool external storage writable backup helper backup file backup file backup helper backup file context setting get backup location constant backup type plain text backup file file null notification helper notify context constant notification channel backup fail string backup receiver title backup fail backup file error message array list entry entry database helper load database context encryption key storage access helper save file context backup file file get uri database helper entry string entry notification helper notify context constant notification channel backup success string backup receiver title backup success backup file file get name notification helper notify context constant notification channel backup fail string backup receiver title backup fail string backup toast export fail notification helper notify context constant notification channel backup fail string backup receiver title backup fail string backup toast storage not accessible notification helper notify context constant notification channel backup fail string backup receiver title backup fail string backup receiver plain disabled"
"/Users/sagelab/Documents/Projects/BugLocalization/Artifact-ICSE24/GUI-Bug-Localization-Data/BuggyProjects/bug-1213/app/src/main/java/org/shadowice/flocke/andotp/Receivers/BackupBroadcastReceiver.java","copyright jakob nixdorf copyright richy hbm permission hereby grant free charge any person obtain copy software and associate documentation file the software deal the software without restriction include without limitation the rights use copy modify merge publish distribute sublicense and sell copy the software and permit person whom the software furnish subject the follow condition the above copyright notice and permission notice shall include all copy substantial portion the software the software provide without warranty any kind express imply include but not limited the warranty merchantability fitness particular purpose and noninfringement event shall the author copyright holder liable any claim damages other liability whether action contract tort otherwise arise from out connection with the software the use other dealings the software org shadowice flocke andotp receiver android content broadcast receiver android content context org shadowice flocke andotp utility setting backup broadcast receiver extend broadcast receiver protect can save backup context context setting setting setting context setting backup location set"
